SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
,Condo/Co-op,401 N Wabash Ave Unit 35F,Chicago,IL,60611.0,350000.0,0.0,1.0,713.0,,2008.0,174.0,491.0,786.0,41.8888012,-87.6263094
,Vacant Land,10900 S Indiana Ave,Chicago,IL,60628.0,19000.0,,,,,,174.0,,,41.6961389,-87.6186186
,Single Family Residential,262 W 106th St,Chicago,IL,60628.0,199999.0,4.0,2.0,940.0,3125.0,1927.0,174.0,213.0,,41.7017912,-87.6305342
,Multi-Family (2-4 Unit),2223 N Hoyne Ave,Chicago,IL,60647.0,825000.0,7.0,5.0,,3000.0,,174.0,,,41.9221026,-87.6799979
,Parking,401 N Wabash Ave Unit P042,Chicago,IL,60611.0,29000.0,,,,68.0,2009.0,174.0,,99.0,41.8888012,-87.6263094
,Multi-Family (2-4 Unit),2936 N Hoyne Ave,Chicago,IL,60618.0,799900.0,6.0,3.0,,,1881.0,174.0,,,41.9351551,-87.6808643
,Single Family Residential,1879 N Hoyne Ave,Chicago,IL,60647.0,600000.0,4.0,3.0,1252.0,2400.0,1892.0,174.0,479.0,,41.9160029,-87.6798117
,Condo/Co-op,30 E Huron St #5107,Chicago,IL,60611.0,499770.0,2.0,2.0,1230.0,,1978.0,175.0,406.0,963.0,41.8951123,-87.6266389
,Single Family Residential,1701 W 75th Pl,Chicago,IL,60620.0,100000.0,4.0,2.0,950.0,3001.0,1973.0,175.0,105.0,,41.7568682,-87.666185
,Multi-Family (2-4 Unit),5219 S Peoria St,Chicago,IL,60609.0,275000.0,8.0,3.0,,3125.0,1922.0,175.0,,,41.799109,-87.6475115
,Condo/Co-op,10 E Delaware Pl Unit 10B,Chicago,IL,60611.0,1495000.0,3.0,3.5,2715.0,,2008.0,175.0,551.0,2553.0,41.8993009,-87.6279319
,Condo/Co-op,714 N Austin Blvd N #103,Oak Park,IL,60302.0,125900.0,1.0,1.0,1000.0,,,175.0,126.0,249.0,41.8938136,-87.7754581
,Multi-Family (2-4 Unit),1110 S Sacramento Blvd,Chicago,IL,60612.0,139900.0,4.0,3.0,,3125.0,,175.0,,,41.867903,-87.7012023
,Condo/Co-op,840 N Lake Shore Dr #1101,Chicago,IL,60611.0,3200000.0,4.0,3.5,4308.0,,2004.0,175.0,743.0,4724.0,41.8979713,-87.6180674
,Multi-Family (2-4 Unit),8608 S Colfax Ave,Chicago,IL,60617.0,43000.0,7.0,3.0,,3049.0,1903.0,175.0,,,41.7387708,-87.5613797
,Condo/Co-op,777 N Michigan Ave #3500,Chicago,IL,60611.0,598000.0,2.0,2.5,1700.0,,1962.0,175.0,352.0,1317.0,41.89639,-87.62382
,Multi-Family (5+ Unit),1002 N Wood St,Chicago,IL,60622.0,1599000.0,12.0,6.0,,3100.0,1865.0,175.0,,,41.8998042,-87.6725414
,Vacant Land,128 S Waller Ave,Chicago,IL,60644.0,89000.0,,,,7405.0,,175.0,,,41.878305,-87.768506
,Single Family Residential,11810 S Lafayette Ave,Chicago,IL,60628.0,60000.0,3.0,1.0,760.0,3301.0,1885.0,177.0,79.0,,41.6794529,-87.6242923
,Townhouse,10523 S Corliss Ave #1,Chicago,IL,60628.0,125000.0,3.0,1.0,1088.0,,1883.0,177.0,115.0,,41.7031256,-87.6035567
,Single Family Residential,10850 S Church St,Chicago,IL,60643.0,329900.0,4.0,2.0,2341.0,,1928.0,177.0,141.0,,41.6961139,-87.662532
