SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,LATITUDE,LONGITUDE
,Condo/Co-op,5975 N Odell Ave Unit 3C,Chicago,IL,60631.0,165000.0,2.0,2.0,1000.0,,1969.0,52.0,165.0,586.0,41.9896492,-87.8096524
,Single Family Residential,10019 S Van Vlissingen Rd,Chicago,IL,60617.0,235000.0,3.0,2.0,3611.0,3125.0,1961.0,52.0,65.0,,41.712893,-87.57155
,Multi-Family (2-4 Unit),6629 S Evans Ave,Chicago,IL,60637.0,370000.0,6.0,3.0,,3050.0,1895.0,52.0,,,41.7740703,-87.6067893
,Condo/Co-op,1720 S Michigan Ave #701,Chicago,IL,60616.0,499000.0,3.0,2.0,1391.0,,2006.0,52.0,359.0,708.0,41.8586026,-87.6246153
,Vacant Land,2940 W Irving Park Rd,Chicago,IL,60618.0,299000.0,,,,3125.0,,52.0,,,41.954252,-87.702357
,Single Family Residential,435 N Merrill St,Park Ridge,IL,60068.0,1579000.0,4.0,3.5,5000.0,7560.0,1941.0,52.0,316.0,,42.0170799,-87.8214887
,Multi-Family (2-4 Unit),2050 N Keystone Ave,Chicago,IL,60647.0,499900.0,8.0,3.0,,3125.0,1913.0,52.0,,,41.9186595,-87.7280549
,Multi-Family (2-4 Unit),6011 S Talman Ave,Chicago,IL,60629.0,385000.0,8.0,3.0,,3125.0,1926.0,52.0,,,41.7841971,-87.6895559
,Condo/Co-op,2140 N Rockwell St #1,Chicago,IL,60647.0,995000.0,4.0,3.0,3500.0,,2023.0,52.0,284.0,250.0,41.9209083,-87.6929962
,Condo/Co-op,6825 S Harper Ave Unit 2S,Chicago,IL,60637.0,175000.0,2.0,2.0,1200.0,,1911.0,52.0,146.0,325.0,41.7707505,-87.5877213
,Single Family Residential,5624 W Henderson St,Chicago,IL,60634.0,350000.0,4.0,2.0,2283.0,,1925.0,52.0,153.0,,41.9415448,-87.7675062
,Condo/Co-op,1660 N La Salle Dr #3002,Chicago,IL,60614.0,525000.0,2.0,2.0,,,,52.0,,867.0,41.912668,-87.6334836
,Single Family Residential,10812 S Longwood Dr,Chicago,IL,60643.0,624900.0,5.0,3.0,3234.0,,1932.0,52.0,193.0,,41.6968951,-87.6718755
,Single Family Residential,1232 W 34th St,Chicago,IL,60608.0,1688000.0,4.0,4.5,6306.0,,2006.0,52.0,268.0,180.0,41.8326832,-87.6575157
,Single Family Residential,1716 S Vine Ave,Park Ridge,IL,60068.0,375000.0,3.0,1.0,1200.0,6600.0,1950.0,52.0,313.0,,41.9890683,-87.8294357
,Townhouse,9807 S Jeffery Ave,Chicago,IL,60617.0,175000.0,2.0,1.0,966.0,7500.0,1951.0,52.0,181.0,,41.7167734,-87.5749087
,Condo/Co-op,1540 N Lake Shore Dr Unit 13S,Chicago,IL,60610.0,949000.0,3.0,3.0,3500.0,,1926.0,52.0,271.0,6459.0,41.9106233,-87.6265826
,Multi-Family (2-4 Unit),3115 W Lexington St,Chicago,IL,60612.0,575000.0,9.0,6.0,,10890.0,2005.0,52.0,,,41.8716723,-87.7040341
,Condo/Co-op,500 W Superior St #705,Chicago,IL,60654.0,699000.0,3.0,2.5,1655.0,,2004.0,52.0,422.0,1503.0,41.895951,-87.642196
,Single Family Residential,8017 S Parnell Ave,Chicago,IL,60620.0,239999.0,3.0,2.0,2600.0,3249.0,1898.0,52.0,92.0,,41.7483209,-87.6376666
,Condo/Co-op,777 N Michigan Ave #3000,Chicago,IL,60611.0,580000.0,2.0,2.5,1700.0,,1965.0,52.0,341.0,1289.0,41.89639,-87.62382
,Parking,655 W Irving Park Rd Unit B208,Chicago,IL,60613.0,60000.0,,,,144.0,1973.0,52.0,,98.0,41.9543734,-87.6469805
,Single Family Residential,1733 W Rosehill Dr,Chicago,IL,60660.0,1395000.0,5.0,3.5,,7800.0,1954.0,52.0,,,41.9864899,-87.6728796
,Condo/Co-op,100 E Bellevue Pl Unit 20D,Chicago,IL,60611.0,620000.0,3.0,2.0,1800.0,,1971.0,52.0,344.0,1547.0,41.9019284,-87.6256565
,Condo/Co-op,401 E Ontario St #4206,Chicago,IL,60611.0,525000.0,2.0,2.0,1800.0,,1990.0,52.0,292.0,1652.0,41.893211,-87.616401
,Multi-Family (2-4 Unit),7630 N Marshfield Ave,Chicago,IL,60626.0,649000.0,6.0,3.0,,3840.0,1910.0,52.0,,,42.0203124,-87.6721956
,Condo/Co-op,363 E Wacker Dr #1706,Chicago,IL,60601.0,2395000.0,3.0,2.5,2488.0,,2021.0,53.0,963.0,1733.0,41.8874508,-87.6174598
,Condo/Co-op,1201 S Prairie Ave #5301,Chicago,IL,60605.0,1450000.0,3.0,3.0,3000.0,,2008.0,53.0,483.0,2245.0,41.866948,-87.621969
,Multi-Family (5+ Unit),7100 S Union Ave,Chicago,IL,60621.0,545000.0,28.0,14.0,,7507.0,1907.0,53.0,,,41.7651001,-87.6419629
,Condo/Co-op,3128 W Carmen Ave #1,Chicago,IL,60625.0,235000.0,2.0,2.0,912.0,,,53.0,258.0,270.0,41.974264,-87.707211
,Multi-Family (2-4 Unit),4828 S Loomis Blvd,Chicago,IL,60609.0,275000.0,6.0,2.0,,3049.0,,53.0,,,41.8059589,-87.6602603
,Condo/Co-op,6 E Monroe St #1001,Chicago,IL,60603.0,199950.0,1.0,1.0,800.0,,1905.0,53.0,250.0,547.0,41.8809201,-87.6274678
,Condo/Co-op,2336 N Commonwealth Ave #202,Chicago,IL,60614.0,324900.0,2.0,1.5,923.0,,1967.0,53.0,352.0,533.0,41.9248069,-87.638291
,Multi-Family (2-4 Unit),1623 S Drake Ave,Chicago,IL,60623.0,309000.0,6.0,2.0,,3750.0,1889.0,53.0,,,41.858253,-87.7137403
,Condo/Co-op,6120 S Greenwood Ave Unit 2N,Chicago,IL,60637.0,315000.0,3.0,2.0,1725.0,,1902.0,53.0,183.0,332.0,41.7834409,-87.5997428
,Multi-Family (2-4 Unit),1526 S Drake Ave,Chicago,IL,60624.0,309000.0,6.0,3.0,,3484.0,1900.0,53.0,,,41.8600079,-87.7142701
,Single Family Residential,7340 S Peoria St,Chicago,IL,60621.0,162500.0,4.0,2.5,1758.0,3125.0,1909.0,53.0,92.0,,41.7603017,-87.6469826
,Single Family Residential,2231 S Hamlin Ave,Chicago,IL,60623.0,185000.0,3.0,1.0,1223.0,,1900.0,53.0,151.0,,41.8506733,-87.719624
,Multi-Family (2-4 Unit),6611 S Lowe Ave,Chicago,IL,60621.0,170000.0,6.0,2.0,,,1880.0,53.0,,,41.7739314,-87.6405497
,Condo/Co-op,4250 N Marine Dr #2435,Chicago,IL,60613.0,340000.0,2.0,2.0,1450.0,,1962.0,53.0,234.0,910.0,41.9598845,-87.647122
,Single Family Residential,2236 W Oakdale Ave,Chicago,IL,60618.0,540000.0,3.0,2.0,630.0,3123.0,1895.0,53.0,857.0,,41.9351152,-87.6845989
,Condo/Co-op,900 N Lake Shore Dr #706,Chicago,IL,60611.0,279000.0,1.0,1.0,887.0,,1955.0,53.0,315.0,762.0,41.8994933,-87.6195817
,Condo/Co-op,5310 S Cornell Ave #3,Chicago,IL,60615.0,318000.0,3.0,2.0,1500.0,,1908.0,53.0,212.0,409.0,41.7992455,-87.5858278
,Vacant Land,2100 N Parkside Ave,Chicago,IL,60639.0,63900.0,,,,3049.0,,53.0,,,41.9182335,-87.7673009
,Condo/Co-op,320 W Oakdale Ave #1001,Chicago,IL,60657.0,1000000.0,4.0,4.0,,,1956.0,53.0,,2515.0,41.935862,-87.6380327
,Single Family Residential,1342 N Central Park Ave,Chicago,IL,60651.0,684900.0,4.0,3.5,2625.0,3123.0,2023.0,53.0,261.0,,41.9057909,-87.7169506
,Multi-Family (5+ Unit),2335 W Marquette Rd,Chicago,IL,60636.0,3850000.0,54.0,51.0,,15625.0,1928.0,53.0,,,41.7717788,-87.6824794
,Single Family Residential,6231 N Canfield Ave,Chicago,IL,60631.0,829900.0,4.0,2.5,2830.0,12632.0,1888.0,53.0,293.0,,41.9942865,-87.8217924
,Single Family Residential,7027 S Vernon Ave,Chicago,IL,60637.0,262000.0,6.0,2.5,1650.0,3101.0,1911.0,53.0,159.0,,41.7667522,-87.6137976
,Multi-Family (2-4 Unit),2059 W Ohio St,Chicago,IL,60612.0,680000.0,6.0,4.0,,1306.0,1893.0,53.0,,,41.8920708,-87.6792051
,Single Family Residential,6538 S Honore St,Chicago,IL,60636.0,290000.0,6.0,3.0,2524.0,3689.0,1910.0,53.0,115.0,,41.7745668,-87.6704406
,Single Family Residential,12033 S Parnell Ave,Chicago,IL,60628.0,150000.0,3.0,1.0,1234.0,3125.0,1895.0,53.0,122.0,,41.67505,-87.6355848
,Condo/Co-op,2334 E 68th St Unit B,Chicago,IL,60649.0,110000.0,3.0,1.0,966.0,,1923.0,53.0,114.0,375.0,41.771856,-87.5687456
,Single Family Residential,3824 N Octavia Ave,Chicago,IL,60634.0,350000.0,3.0,2.5,1449.0,3811.0,,53.0,242.0,,41.9496415,-87.8098536
,Condo/Co-op,1064 N Paulina St #2,Chicago,IL,60622.0,599900.0,2.0,2.0,,,2018.0,53.0,,128.0,41.9015169,-87.6701868
,Single Family Residential,6140 N Kilbourn Ave,Chicago,IL,60646.0,749000.0,4.0,3.0,2900.0,7000.0,1929.0,53.0,258.0,,41.9924538,-87.7393266
,Condo/Co-op,60 E Monroe St #2301,Chicago,IL,60603.0,799900.0,3.0,2.5,1750.0,,2009.0,53.0,457.0,1523.0,41.8809978,-87.6256565
,Condo/Co-op,5131 N Kenmore Ave Unit 1S,Chicago,IL,60640.0,499000.0,3.0,3.0,2189.0,,1930.0,53.0,228.0,391.0,41.9762227,-87.6562621
,Single Family Residential,6501 S Hamilton Ave,Chicago,IL,60636.0,157000.0,6.0,2.0,1668.0,2500.0,1888.0,53.0,94.0,,41.7755569,-87.677218
,Condo/Co-op,1122 N Dearborn St Unit 20I,Chicago,IL,60610.0,865000.0,3.0,2.5,1750.0,,1999.0,53.0,494.0,1499.0,41.9025252,-87.6302467
,Single Family Residential,11618 S Laflin St,Chicago,IL,60643.0,223500.0,3.0,2.0,1040.0,,1964.0,53.0,215.0,,41.6824314,-87.659415
,Single Family Residential,8924 S Elizabeth St,Chicago,IL,60620.0,240000.0,4.0,1.0,1600.0,3702.0,1921.0,53.0,150.0,,41.731503,-87.6546831
,Condo/Co-op,840 N Lake Shore Dr #1903,Chicago,IL,60611.0,2250000.0,3.0,3.5,3200.0,,2004.0,53.0,703.0,3033.0,41.8979713,-87.6180674
,Condo/Co-op,4901 N Avers Ave Unit G,Chicago,IL,60625.0,184900.0,2.0,1.0,1100.0,,1923.0,53.0,168.0,275.0,41.9702707,-87.7242913
,Condo/Co-op,1450 N Astor St Unit 14A,Chicago,IL,60610.0,419000.0,2.0,2.0,1275.0,,1971.0,53.0,329.0,833.0,41.9092986,-87.6280835
,Condo/Co-op,5 E 14th Pl #904,Chicago,IL,60605.0,474900.0,3.0,2.0,1630.0,,1998.0,53.0,291.0,825.0,41.8621737,-87.6268692
,Multi-Family (2-4 Unit),5920 S Justine St,Chicago,IL,60636.0,275000.0,6.0,2.0,,3125.0,1909.0,53.0,,,41.7861026,-87.663411
,Single Family Residential,4912 W Wrightwood Ave,Chicago,IL,60639.0,214900.0,5.0,2.0,1706.0,,1920.0,53.0,126.0,,41.9280866,-87.7494606
,Condo/Co-op,1101 S State St Unit H2205,Chicago,IL,60605.0,230000.0,1.0,1.0,885.0,,2004.0,53.0,260.0,741.0,41.8689674,-87.6270061
,Condo/Co-op,1440 N Lake Shore Dr Unit 9E,Chicago,IL,60610.0,450000.0,2.0,2.0,1450.0,,1960.0,53.0,310.0,1587.0,41.9089622,-87.6266981
,Condo/Co-op,225 W Huron St #304,Chicago,IL,60654.0,249900.0,1.0,1.0,,,1900.0,53.0,,304.0,41.8946559,-87.6353552
,Single Family Residential,9518 S Wentworth Ave,Chicago,IL,60628.0,95000.0,3.0,1.0,780.0,3149.0,1928.0,53.0,122.0,,41.7210822,-87.6289047
,Condo/Co-op,155 N Harbor Dr #610,Chicago,IL,60601.0,519000.0,2.0,2.0,1250.0,,1974.0,53.0,415.0,969.0,41.8848951,-87.6153982
,Single Family Residential,2952 W Chase Ave,Chicago,IL,60645.0,725000.0,7.0,4.0,2160.0,3750.0,1929.0,53.0,336.0,,42.0139888,-87.7041553
,Condo/Co-op,1464 S Michigan Ave #707,Chicago,IL,60605.0,314900.0,2.0,2.0,,,2006.0,53.0,,565.0,41.8622578,-87.624289
,Multi-Family (5+ Unit),5309-11 W North Ave,Chicago,IL,60639.0,750000.0,7.0,7.0,2568.0,111862080.0,1925.0,53.0,292.0,,41.9092066,-87.7586689
,Vacant Land,7210 S Wentworth Ave,Chicago,IL,60621.0,40000.0,,,,6050.0,,53.0,,,41.7631661,-87.6300774
,Multi-Family (2-4 Unit),631 N Laramie Ave,Chicago,IL,60644.0,370000.0,6.0,3.0,,6250.0,1895.0,53.0,,,41.8922687,-87.755219
,Townhouse,1753 W Leland Ave,Chicago,IL,60640.0,399900.0,2.0,1.5,1800.0,3782.0,1973.0,53.0,222.0,,41.9668841,-87.6730786
,Single Family Residential,2148 W Monroe St,Chicago,IL,60612.0,840000.0,5.0,2.0,3000.0,,1890.0,53.0,280.0,,41.8801653,-87.6809815
,Condo/Co-op,3024 W Armitage Ave #5,Chicago,IL,60647.0,599000.0,3.0,2.0,1525.0,,2019.0,53.0,393.0,317.0,41.9176294,-87.7034633
,Townhouse,4440 S Drexel Blvd Unit K,Chicago,IL,60653.0,599900.0,3.0,3.5,2300.0,1180.0,2023.0,53.0,261.0,237.0,41.8137573,-87.6051591
,Condo/Co-op,1212 N Lake Shore Dr Unit 14BS,Chicago,IL,60610.0,599000.0,2.0,2.0,1700.0,,1970.0,53.0,352.0,1425.0,41.9045194,-87.6253855
,Townhouse,3215 S Stewart Ave,Chicago,IL,60616.0,699900.0,3.0,3.5,2176.0,1050.0,2023.0,53.0,322.0,185.0,41.8358112,-87.6357572
,Condo/Co-op,648 W Sheridan Rd #2,Chicago,IL,60613.0,734000.0,3.0,2.0,2500.0,,1925.0,53.0,294.0,611.0,41.9532082,-87.6468342
,Condo/Co-op,880 N Lake Shore Dr Unit 25H,Chicago,IL,60611.0,239000.0,1.0,1.0,740.0,,1951.0,53.0,323.0,1889.0,41.8990893,-87.6189523
,Condo/Co-op,660 W Wayman St #503,Chicago,IL,60661.0,328000.0,2.0,2.0,750.0,,2005.0,53.0,437.0,430.0,41.8875111,-87.6450558
,Townhouse,1246 W Cottage Pl,Chicago,IL,60607.0,649800.0,2.0,3.0,1794.0,,2001.0,53.0,362.0,130.0,41.8784895,-87.6588665
,Vacant Land,3616 S Lake Park Ave,Chicago,IL,60653.0,179000.0,,,,3049.0,,53.0,,,41.829471,-87.607389
,Townhouse,1648 S Prairie Ave #4,Chicago,IL,60616.0,1389500.0,4.0,4.5,3400.0,,2017.0,53.0,409.0,347.0,41.858983,-87.6213308
,Condo/Co-op,333 W Hubbard St Unit 4N,Chicago,IL,60654.0,499000.0,2.0,2.0,1192.0,,1962.0,53.0,419.0,975.0,41.8897282,-87.636144
,Condo/Co-op,1035 W Taylor St Unit 2W,Chicago,IL,60607.0,399000.0,2.0,2.0,,,2002.0,53.0,,,41.8692909,-87.6524592
,Single Family Residential,7964 S Colfax Ave,Chicago,IL,60617.0,200000.0,4.0,2.0,1208.0,3101.0,1973.0,53.0,166.0,,41.7499248,-87.561659
,Condo/Co-op,910 S Michigan Ave #401,Chicago,IL,60605.0,490000.0,2.0,2.0,,,1913.0,53.0,,1026.0,41.8701636,-87.6248468
,Vacant Land,710 W Garfield Blvd,Chicago,IL,60609.0,79900.0,,,,3125.0,,53.0,,,41.7946152,-87.6431988
,Condo/Co-op,737 W Washington Blvd #1308,Chicago,IL,60661.0,825000.0,3.0,2.0,1931.0,,2000.0,54.0,427.0,1240.0,41.8821306,-87.6468599
,Multi-Family (2-4 Unit),6132 S Laflin St,Chicago,IL,60636.0,449000.0,9.0,5.0,,,1900.0,54.0,,,41.7821534,-87.662101
,Condo/Co-op,3950 N Lake Shore Dr #1311,Chicago,IL,60613.0,179000.0,2.0,1.0,,,1957.0,54.0,,824.0,41.9542313,-87.6458372
,Single Family Residential,9429 S Ada St,Chicago,IL,60620.0,395000.0,7.0,3.0,3200.0,3781.0,1928.0,54.0,123.0,,41.7222434,-87.6563379
,Condo/Co-op,1100 N Lake Shore Dr Unit 27C,Chicago,IL,60611.0,410000.0,3.0,2.5,2200.0,,1979.0,54.0,186.0,1962.0,41.9026385,-87.6248358
,Single Family Residential,822 N Fairfield Ave,Chicago,IL,60622.0,1449000.0,5.0,3.5,4200.0,3149.0,2022.0,54.0,345.0,,41.8964254,-87.6958118
,Multi-Family (2-4 Unit),4911 W Huron St,Chicago,IL,60644.0,325000.0,5.0,2.0,,3125.0,1911.0,54.0,,,41.8929461,-87.7487107
,Multi-Family (2-4 Unit),703 N Central Park Ave,Chicago,IL,60624.0,315000.0,6.0,2.0,,2975.0,1908.0,54.0,,,41.893843,-87.7160013
,Condo/Co-op,1213 N Honore St #3,Chicago,IL,60622.0,389000.0,2.0,1.0,1200.0,,1997.0,54.0,324.0,200.0,41.9037425,-87.6730783
,Condo/Co-op,310 S Michigan Ave #1703,Chicago,IL,60604.0,600000.0,2.0,2.5,1600.0,,1924.0,54.0,375.0,1550.0,41.8778248,-87.6246019
,Condo/Co-op,1301 W Madison St #414,Chicago,IL,60607.0,395000.0,2.0,1.0,,,2001.0,54.0,,310.0,41.8812593,-87.6603468
,Single Family Residential,4637 S Kilpatrick Ave,Chicago,IL,60632.0,225000.0,2.0,,,4032.0,2020.0,54.0,,,41.8083385,-87.7404446
,Single Family Residential,2217 N Karlov Ave,Chicago,IL,60639.0,305000.0,3.0,2.5,1518.0,3484.0,1918.0,54.0,201.0,,41.9213594,-87.7288422
,Condo/Co-op,3730 N Lake Shore Dr Unit 6A,Chicago,IL,60613.0,699500.0,2.0,2.5,2500.0,,1924.0,54.0,280.0,1974.0,41.9511794,-87.6461605
,Condo/Co-op,3019 N Clybourn Ave #3,Chicago,IL,60657.0,775000.0,2.0,2.0,1350.0,,2023.0,54.0,574.0,,41.9365581,-87.683666
,Condo/Co-op,3019 N Clybourn Ave #2,Chicago,IL,60657.0,650000.0,2.0,2.0,1250.0,,2023.0,54.0,520.0,,41.9365581,-87.683666
,Single Family Residential,3021 W Birchwood Ave,Chicago,IL,60645.0,379900.0,3.0,1.5,1469.0,3720.0,1954.0,54.0,259.0,,42.0171676,-87.7051957
,Multi-Family (2-4 Unit),10560 S Lafayette Ave,Chicago,IL,60628.0,64900.0,5.0,2.0,,,1920.0,54.0,,,41.7017904,-87.6248274
,Multi-Family (2-4 Unit),8408 S Escanaba Ave,Chicago,IL,60617.0,48200.0,5.0,2.5,,,1897.0,54.0,,,41.7424606,-87.5542058
,Multi-Family (5+ Unit),5140 S Kimbark Ave,Chicago,IL,60615.0,2990000.0,27.0,18.0,,9000.0,1912.0,54.0,,,41.8011157,-87.5952334
,Multi-Family (5+ Unit),5200 S Woodlawn Ave,Chicago,IL,60615.0,6290000.0,47.0,37.0,65000.0,24000.0,1906.0,54.0,97.0,,41.8007551,-87.5969458
,Condo/Co-op,415 E North Water St #604,Chicago,IL,60611.0,2795000.0,3.0,3.5,3400.0,,2004.0,54.0,822.0,1963.0,41.8893735,-87.6168504
,Condo/Co-op,1120 N Lake Shore Dr Unit 12A,Chicago,IL,60611.0,512500.0,2.0,2.0,1485.0,,1924.0,54.0,345.0,2169.0,41.9030623,-87.6250979
,Single Family Residential,9023 S Chappel Ave,Chicago,IL,60617.0,299900.0,4.0,2.5,2023.0,6229.0,1962.0,54.0,148.0,,41.7308905,-87.5740738
,Townhouse,827 E 48th St Unit C,Chicago,IL,60615.0,170000.0,2.0,1.0,1125.0,,1956.0,54.0,151.0,125.0,41.8076167,-87.6052512
,Single Family Residential,8221 S Dante Ave,Chicago,IL,60619.0,374900.0,4.0,3.0,2300.0,4599.0,1911.0,54.0,163.0,,41.7452937,-87.5890671
,Multi-Family (2-4 Unit),2956 S Farrell St,Chicago,IL,60608.0,374900.0,4.0,2.0,,2400.0,1917.0,54.0,,,41.8395986,-87.6522363
,Multi-Family (5+ Unit),2028 N Oakley Ave,Chicago,IL,60647.0,1500000.0,7.0,6.0,,4848.0,1886.0,54.0,,,41.9184928,-87.6852756
,Multi-Family (2-4 Unit),7847 S Saint Lawrence Ave,Chicago,IL,60619.0,294900.0,4.0,2.0,,,1915.0,54.0,,,41.7516567,-87.6098214
,Vacant Land,8819-8847 S Yale Ave,Chicago,IL,60620.0,300000.0,,,,10890.0,,54.0,,,41.733812,-87.6304789
,Single Family Residential,4857 S Kimbark Ave,Chicago,IL,60615.0,2350000.0,8.0,6.5,8000.0,7797.0,1889.0,54.0,294.0,,41.8062169,-87.5947815
,Multi-Family (2-4 Unit),8231 S Coles Ave,Chicago,IL,60617.0,139000.0,5.0,2.0,,3049.0,1910.0,54.0,,,41.7455671,-87.548873
,Condo/Co-op,512 N Mcclurg Ct #501,Chicago,IL,60611.0,519900.0,2.0,2.0,1445.0,,2001.0,54.0,360.0,632.0,41.8916978,-87.6180067
,Condo/Co-op,1400 S Michigan Ave #1802,Chicago,IL,60605.0,290000.0,1.0,1.0,,,2008.0,54.0,,473.0,41.863874,-87.62446
,Condo/Co-op,226 N Clinton St #726,Chicago,IL,60661.0,339000.0,1.0,1.0,725.0,,1910.0,54.0,468.0,460.0,41.8862901,-87.6417042
,Multi-Family (2-4 Unit),1228 W Glenlake Ave,Chicago,IL,60660.0,1099900.0,6.0,4.0,,4688.0,1920.0,54.0,,,41.9929475,-87.6617065
,Condo/Co-op,5201 S Cornell Ave Unit 27D,Chicago,IL,60615.0,375000.0,3.0,2.0,1700.0,,1968.0,54.0,221.0,1500.0,41.800975,-87.5854957
,Condo/Co-op,685 N Peoria St Unit 4N,Chicago,IL,60642.0,585000.0,2.0,2.0,1600.0,,2007.0,54.0,366.0,206.0,41.8946375,-87.6498381
,Condo/Co-op,235 W Van Buren St #4615,Chicago,IL,60607.0,449000.0,2.0,2.0,1428.0,,2009.0,54.0,314.0,680.0,41.8765303,-87.6347529
,Condo/Co-op,6850 S Dante Ave Unit 2N,Chicago,IL,60637.0,94999.0,3.0,2.0,900.0,,1969.0,54.0,106.0,650.0,41.770057,-87.5897132
,Condo/Co-op,159 E Walton Pl Unit 31A,Chicago,IL,60611.0,7500000.0,3.0,3.5,5500.0,,1929.0,54.0,1364.0,6855.0,41.8997872,-87.6234987
,Multi-Family (2-4 Unit),8138 S Ingleside Ave,Chicago,IL,60619.0,137600.0,9.0,3.0,,4356.0,1927.0,54.0,,,41.7464605,-87.601695
,Multi-Family (2-4 Unit),6707 S Langley Ave,Chicago,IL,60637.0,375000.0,10.0,3.0,,,1910.0,54.0,,,41.7727741,-87.6079408
,Vacant Land,2012 W Warren Blvd,Chicago,IL,60612.0,229500.0,,,,2750.0,,54.0,,,41.8824797,-87.677315
,Single Family Residential,1028 N Karlov Ave,Chicago,IL,60651.0,320000.0,4.0,2.0,1371.0,3750.0,1913.0,54.0,233.0,,41.8998558,-87.7289581
,Condo/Co-op,159 E Walton Pl Unit 15A,Chicago,IL,60611.0,2350000.0,3.0,3.5,2832.0,,1929.0,54.0,830.0,3656.0,41.8997872,-87.6234987
,Multi-Family (5+ Unit),3714 W Belmont Ave,Chicago,IL,60618.0,1695000.0,14.0,8.0,,7208.0,1910.0,54.0,,,41.9393909,-87.7206288
,Condo/Co-op,260 E Chestnut St #701,Chicago,IL,60611.0,155000.0,0.0,1.0,,,1963.0,54.0,,348.0,41.8985263,-87.6196672
,Multi-Family (2-4 Unit),5309 W Berenice Ave,Chicago,IL,60641.0,449900.0,3.0,2.0,,4059.0,1923.0,54.0,,,41.9503101,-87.760054
,Single Family Residential,11560 S State St,Chicago,IL,60628.0,160000.0,3.0,1.0,1250.0,4687.0,1856.0,54.0,128.0,,41.6835912,-87.623092
,Single Family Residential,4849 W Homer St,Chicago,IL,60639.0,350000.0,3.0,2.5,1417.0,,1905.0,54.0,247.0,,41.9157977,-87.748057
,Single Family Residential,1813 W Ohio St,Chicago,IL,60622.0,1220000.0,4.0,3.5,,2400.0,2013.0,54.0,,,41.8921325,-87.672657
,Multi-Family (2-4 Unit),5224 W Jackson Blvd,Chicago,IL,60644.0,324900.0,6.0,2.5,,4791.0,1952.0,54.0,,,41.8767883,-87.7560461
,Single Family Residential,3351 N Rutherford Ave,Chicago,IL,60634.0,459000.0,3.0,2.5,,4363.0,1951.0,54.0,,,41.9415809,-87.7943094
,Condo/Co-op,3008 W Flournoy St #1,Chicago,IL,60612.0,229999.0,3.0,2.0,1300.0,,2007.0,54.0,177.0,200.0,41.873056,-87.7014534
,Single Family Residential,2151 N Karlov Ave,Chicago,IL,60639.0,439750.0,4.0,2.0,2500.0,3125.0,,54.0,176.0,,41.9205171,-87.7288442
,Condo/Co-op,8747 W Bryn Mawr Ave #305,Chicago,IL,60631.0,365000.0,2.0,2.0,1631.0,,2004.0,55.0,224.0,507.0,41.980407,-87.8459596
,Single Family Residential,1316 E Madison Park Ave,Chicago,IL,60615.0,1390000.0,8.0,4.0,4554.0,,1897.0,55.0,305.0,,41.8034339,-87.594353
,Vacant Land,561 W Cullerton St,Chicago,IL,60616.0,225000.0,,,,2400.0,,55.0,,,41.855512,-87.6411255
,Single Family Residential,557 W Cullerton St,Chicago,IL,60616.0,355000.0,2.0,2.0,1000.0,5000.0,1870.0,55.0,355.0,,41.8555421,-87.6411033
,Single Family Residential,2619 N Major Ave,Chicago,IL,60639.0,369900.0,3.0,2.5,1535.0,3720.0,1930.0,55.0,241.0,,41.9282017,-87.7683193
,Condo/Co-op,4350 N Broadway St #607,Chicago,IL,60613.0,325000.0,1.0,2.0,1170.0,,2003.0,55.0,278.0,373.0,41.9614268,-87.6551069
,Multi-Family (2-4 Unit),1557 S Homan Ave,Chicago,IL,60623.0,299000.0,7.0,3.0,,,1885.0,55.0,,,41.859233,-87.7100925
,Single Family Residential,7352 S May St,Chicago,IL,60621.0,99000.0,4.0,2.0,1798.0,1875.0,1910.0,55.0,55.0,,41.7599477,-87.6530394
,Multi-Family (5+ Unit),1908 W 48th St,Chicago,IL,60609.0,819700.0,14.0,7.0,,3050.0,1916.0,55.0,,,41.806908,-87.672657
,Single Family Residential,5066 N Ottawa Ave,Chicago,IL,60656.0,375000.0,3.0,1.5,1750.0,6926.0,1956.0,55.0,214.0,,41.9728009,-87.8188878
,Condo/Co-op,201 E Chestnut St Unit 15C,Chicago,IL,60611.0,274900.0,1.0,1.0,1050.0,,1967.0,55.0,262.0,990.0,41.8981632,-87.6216074
,Single Family Residential,50 W 110th St,Chicago,IL,60628.0,190000.0,5.0,2.0,1000.0,3136.0,1911.0,55.0,190.0,,41.6946371,-87.6250202
,Condo/Co-op,1504 W Cortez St #1,Chicago,IL,60642.0,599000.0,3.0,3.0,2000.0,,,55.0,300.0,300.0,41.9008742,-87.6652665
,Condo/Co-op,1355 W Washington St Unit 4D,Chicago,IL,60607.0,675000.0,3.0,2.0,2100.0,,2002.0,55.0,321.0,436.0,41.8825572,-87.6617856
,Condo/Co-op,3906 W Belmont Ave #2,Chicago,IL,60618.0,142500.0,1.0,1.0,,,,55.0,,106.0,41.9392944,-87.724548
,Single Family Residential,1654 E 92nd St,Chicago,IL,60617.0,324900.0,3.0,2.5,2432.0,5320.0,1961.0,55.0,134.0,,41.7281193,-87.5828727
